rows=15
cols=15
(0, 0, 2)
(0, 1, 13)
(0, 3, 3)
(0, 4, -1)
(0, 5, 6)
(0, 6, 2)
(0, 7, 1)
(0, 8, 8)
(0, 9, 5)
(0, 10, -5)
(0, 11, 12)
(0, 12, -3)
(0, 13, 8)
(0, 14, 7)
(1, 0, 0)
(1, 1, -7)
(1, 2, 12)
(1, 4, 6)
(1, 5, -14)
(1, 6, -3)
(1, 7, -1)
(1, 8, 11)
(1, 9, -4)
(1, 10, 1)
(1, 11, 8)
(1, 12, 9)
(1, 13, -2)
(1, 14, -1)
(2, 0, 3)
(2, 1, -7)
(2, 2, -1)
(2, 3, 5)
(2, 4, 1)
(2, 5, 7)
(2, 6, -1)
(2, 7, 10)
(2, 8, 5)
(2, 9, 7)
(2, 10, 4)
(2, 11, -2)
(2, 12, 6)
(2, 13, -5)
(2, 14, 5)
(3, 0, 4)
(3, 1, -2)
(3, 2, 1)
(3, 4, -3)
(3, 5, 6)
(3, 6, -1)
(3, 7, 0)
(3, 8, -7)
(3, 9, 8)
(3, 10, -4)
(3, 11, 2)
(3, 12, 5)
(3, 13, -2)
(4, 0, 0)
(4, 1, -6)
(4, 2, -3)
(4, 3, 0)
(4, 4, -11)
(4, 5, -10)
(4, 6, 4)
(4, 7, 1)
(4, 8, 3)
(4, 9, -5)
(4, 10, 4)
(4, 11, 16)
(4, 12, -1)
(4, 14, -7)
(5, 0, -5)
(5, 1, -9)
(5, 2, 16)
(5, 3, 3)
(5, 4, 8)
(5, 5, 1)
(5, 6, -16)
(5, 7, 7)
(5, 8, 4)
(5, 9, -5)
(5, 11, -10)
(5, 12, -4)
(5, 13, 2)
(5, 14, -3)
(6, 0, 2)
(6, 1, -1)
(6, 2, 5)
(6, 3, -2)
(6, 4, -5)
(6, 5, 9)
(6, 6, -6)
(6, 7, -4)
(6, 8, 8)
(6, 9, -2)
(6, 10, -2)
(6, 11, 8)
(6, 12, -2)
(6, 13, 9)
(6, 14, 4)
(7, 0, -6)
(7, 1, 3)
(7, 2, 5)
(7, 3, 1)
(7, 5, -17)
(7, 6, 4)
(7, 7, 16)
(7, 8, 0)
(7, 9, 11)
(7, 10, 4)
(7, 11, 3)
(7, 12, 3)
(7, 13, -1)
(7, 14, -7)
(8, 0, 3)
(8, 2, -1)
(8, 3, 12)
(8, 4, 1)
(8, 5, 4)
(8, 6, 6)
(8, 7, -17)
(8, 8, 16)
(8, 9, -3)
(8, 10, -1)
(8, 12, -15)
(8, 13, 2)
(8, 14, -1)
(9, 0, -4)
(9, 1, 2)
(9, 2, 1)
(9, 3, -5)
(9, 5, 3)
(9, 6, -6)
(9, 7, 18)
(9, 8, 7)
(9, 9, -2)
(9, 10, 4)
(9, 11, -1)
(9, 12, 9)
(9, 13, -12)
(10, 0, 8)
(10, 1, -3)
(10, 2, 4)
(10, 3, 6)
(10, 4, -7)
(10, 5, 2)
(10, 6, -1)
(10, 7, -9)
(10, 8, 13)
(10, 9, 3)
(10, 10, 8)
(10, 12, 6)
(10, 13, -8)
(10, 14, -5)
(11, 0, -5)
(11, 1, -5)
(11, 2, -8)
(11, 3, 2)
(11, 4, 0)
(11, 5, 7)
(11, 6, 3)
(11, 8, 3)
(11, 9, -17)
(11, 10, 10)
(11, 11, 5)
(11, 12, -9)
(11, 13, 14)
(11, 14, 8)
(12, 0, -2)
(12, 1, -2)
(12, 2, -2)
(12, 3, 8)
(12, 4, 4)
(12, 6, 6)
(12, 7, -6)
(12, 8, 12)
(12, 9, 2)
(12, 10, -7)
(12, 11, 7)
(12, 12, 1)
(12, 13, 2)
(12, 14, 13)
(13, 1, -4)
(13, 2, 6)
(13, 3, 3)
(13, 4, -5)
(13, 5, 5)
(13, 6, -16)
(13, 7, 1)
(13, 8, -3)
(13, 10, 7)
(13, 11, -6)
(13, 12, -5)
(13, 13, 4)
(13, 14, 5)
(14, 0, 1)
(14, 1, 7)
(14, 2, 4)
(14, 4, 8)
(14, 5, -3)
(14, 6, -3)
(14, 7, 7)
(14, 8, -8)
(14, 9, 7)
(14, 11, -6)
(14, 12, 3)
(14, 13, 1)
(14, 14, -12)
